"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"04.03.2022","6,3188","6,3202","6,3235","6,3139","---","-0,01%"
"03.03.2022","6,3195","6,3191","6,3226","6,3143","---","-0,02%"
"02.03.2022","6,321","6,3135","6,3226","6,3089","---","0,15%"
"01.03.2022","6,3116","6,3071","6,3161","6,3068","---","0,05%"
"28.02.2022","6,3084","6,3194","6,3201","6,3047","---","-0,13%"
"25.02.2022","6,3169","6,3231","6,3248","6,3116","---","-0,18%"
"24.02.2022","6,3283","6,3216","6,3322","6,3104","---","0,24%"
"23.02.2022","6,3134","6,3266","6,3317","6,3119","---","-0,2%"
"22.02.2022","6,326","6,3379","6,3465","6,3222","---","-0,13%"
"21.02.2022","6,3345","6,3276","6,3384","6,3219","---","0,15%"
"18.02.2022","6,3251","6,3361","6,3376","6,324","---","-0,21%"
"17.02.2022","6,3381","6,3324","6,3411","6,3292","---","0,08%"
"16.02.2022","6,3332","6,3386","6,3434","6,3324","---","-0,08%"
"15.02.2022","6,3385","6,3542","6,3569","6,3378","---","-0,29%"
"14.02.2022","6,3567","6,3546","6,3637","6,3541","---","0,04%"
"11.02.2022","6,354","6,3576","6,368","6,3538","---","0,02%"
"10.02.2022","6,3526","6,3615","6,3637","6,3521","---","-0,15%"
"09.02.2022","6,3619","6,3645","6,3658","6,3597","---","-0,06%"
"08.02.2022","6,366","6,3565","6,372","6,3559","---","0,12%"
"07.02.2022","6,3583","6,3569","6,364","6,3544","---","-0,03%"
"04.02.2022","6,3605","6,3605","6,3605","6,3605","---","0%"
"03.02.2022","6,3605","6,3605","6,3605","6,3605","---","0%"
"02.02.2022","6,3605","6,3605","6,3605","6,3605","---","0%"
"01.02.2022","6,3605","6,3605","6,3605","6,3605","---","0%"
"31.01.2022","6,3605","6,3605","6,3605","6,3605","---","0%"
"28.01.2022","6,3605","6,3654","6,3673","6,3528","---","-0,06%"
"27.01.2022","6,3643","6,3363","6,3706","6,3357","---","0,69%"
"26.01.2022","6,3206","6,3225","6,3254","6,3187","---","-0,08%"
"25.01.2022","6,3257","6,3285","6,3326","6,3223","---","-0,07%"
"24.01.2022","6,3304","6,335","6,3354","6,3243","---","-0,13%"
"21.01.2022","6,3385","6,345","6,346","6,3359","---","-0,03%"
"20.01.2022","6,3406","6,3439","6,3478","6,3395","---","-0,06%"
"19.01.2022","6,3447","6,3534","6,3561","6,3435","---","-0,12%"
"18.01.2022","6,3525","6,347","6,356","6,3376","---","0,07%"
"17.01.2022","6,3482","6,3586","6,359","6,3416","---","-0,07%"
"14.01.2022","6,3524","6,3606","6,3618","6,3386","---","-0,11%"
"13.01.2022","6,3595","6,3582","6,3652","6,3549","---","0,02%"
"12.01.2022","6,358","6,3688","6,3694","6,3566","---","-0,24%"
"11.01.2022","6,3735","6,3722","6,3771","6,3686","---","-0,03%"
"10.01.2022","6,3756","6,3744","6,3779","6,3698","---","-0,02%"
"07.01.2022","6,3769","6,3787","6,3832","6,3711","---","-0,08%"
"06.01.2022","6,3822","6,3707","6,3859","6,3667","---","0,29%"
"05.01.2022","6,364","6,3724","6,3745","6,3623","4,51K","-0,13%"
"04.01.2022","6,3721","6,3719","6,3795","6,3691","4,65K","0,31%"
"03.01.2022","6,3521","6,3521","6,3521","6,3521","---","0%"
"31.12.2021","6,3521","6,3762","6,379","6,3385","5,15K","-0,27%"
"30.12.2021","6,3691","6,3703","6,3797","6,3667","4,91K","0,02%"
"29.12.2021","6,368","6,3687","6,3739","6,3659","5,28K","-0,01%"
"28.12.2021","6,3684","6,3714","6,3743","6,3657","4,57K","-0,03%"
"27.12.2021","6,3705","6,3706","6,375","6,3675","4,54K","0,05%"
"24.12.2021","6,3672","6,372","6,3726","6,3659","4,62K","-0,04%"
"23.12.2021","6,3696","6,3685","6,3735","6,3671","5,95K","0%"
"22.12.2021","6,3695","6,3683","6,3752","6,3675","6,55K","-0,03%"
"21.12.2021","6,3716","6,3745","6,377","6,3669","6,26K","-0,06%"
"20.12.2021","6,3756","6,3828","6,3847","6,3732","6,39K","0,01%"
"17.12.2021","6,3748","6,3691","6,3845","6,3675","6,47K","0,12%"
"16.12.2021","6,3674","6,3665","6,3711","6,3637","6,22K","0%"
"15.12.2021","6,3673","6,3647","6,3697","6,3618","5,24K","0%"
"14.12.2021","6,3671","6,3715","6,3726","6,3598","5,74K","0,06%"
"13.12.2021","6,363","6,3664","6,3685","6,3585","4,92K","-0,09%"
"10.12.2021","6,3685","6,383","6,384","6,3609","16,62K","-0,14%"
"09.12.2021","6,3772","6,347","6,3786","6,3412","15,42K","0,53%"
"08.12.2021","6,3435","6,3668","6,3675","6,3428","16,46K","-0,35%"
"07.12.2021","6,3657","6,3732","6,3746","6,3636","5,65K","-0,16%"
"06.12.2021","6,3756","6,3713","6,3808","6,366","5,12K","0%"
"03.12.2021","6,3758","6,3771","6,3774","6,3666","6,24K","-0,01%"
"02.12.2021","6,3763","6,371","6,3808","6,3663","14,80K","0,14%"
"01.12.2021","6,3673","6,3681","6,3739","6,3596","13,80K","0,05%"
"30.11.2021","6,364","6,379","6,3796","6,3625","17,53K","-0,37%"
"29.11.2021","6,3875","6,3886","6,3903","6,3779","17,71K","-0,08%"
"26.11.2021","6,3924","6,3862","6,395","6,3854","11,02K","0,1%"
"25.11.2021","6,386","6,3914","6,3919","6,3838","9,82K","-0,09%"
"24.11.2021","6,3917","6,3896","6,3946","6,3838","12,78K","0,01%"
"23.11.2021","6,391","6,3854","6,3948","6,3812","12,66K","0,11%"
"22.11.2021","6,3842","6,3907","6,3911","6,3746","10,18K","-0,03%"
"19.11.2021","6,3863","6,3837","6,3926","6,3791","5,67K","0,02%"
"18.11.2021","6,3851","6,378","6,3896","6,3733","5,77K","0,12%"
"17.11.2021","6,3775","6,3888","6,3945","6,3742","5,81K","-0,23%"
"16.11.2021","6,3919","6,382","6,398","6,3664","17,39K","0,15%"
"15.11.2021","6,3824","6,3809","6,3869","6,3768","11,82K","0,06%"
"12.11.2021","6,3787","6,3963","6,3989","6,3781","14,75K","-0,17%"
"11.11.2021","6,3898","6,3889","6,4098","6,3881","15,08K","0,03%"
"10.11.2021","6,3882","6,3928","6,3965","6,3823","14,50K","-0,05%"
"09.11.2021","6,3916","6,3924","6,3986","6,3873","5,57K","0,02%"
"08.11.2021","6,3902","6,3968","6,4008","6,3915","5,64K","-0,12%"
"05.11.2021","6,398","6,3967","6,4062","6,3965","5,83K","0,02%"
"04.11.2021","6,397","6,3961","6,4013","6,3899","6,53K","-0,14%"
"03.11.2021","6,4061","6,401","6,4085","6,3924","6,36K","0,1%"
"02.11.2021","6,3995","6,3966","6,4031","6,3941","5,92K","0,04%"
"01.11.2021","6,3972","6,406","6,4079","6,3942","5,45K","-0,12%"
"29.10.2021","6,405","6,3931","6,4094","6,3876","6,22K","0,21%"
"28.10.2021","6,3917","6,3976","6,405","6,3914","5,94K","0%"
"27.10.2021","6,3915","6,381","6,3986","6,3805","6,05K","0,15%"
"26.10.2021","6,382","6,3825","6,3874","6,3777","5,73K","-0,06%"
"25.10.2021","6,3856","6,3874","6,3929","6,3787","5,89K","0,03%"
"22.10.2021","6,3839","6,391","6,4018","6,3809","6,25K","-0,13%"
"21.10.2021","6,3925","6,394","6,4031","6,3873","6,58K","-0,02%"
"20.10.2021","6,3936","6,3818","6,3979","6,3818","4,93K","0,18%"
"19.10.2021","6,3822","6,4299","6,4299","6,3797","39,41K","-0,73%"
"18.10.2021","6,429","6,4335","6,4405","6,4276","4,97K","-0,08%"
"15.10.2021","6,434","6,4358","6,4415","6,4256","6,24K","-0,06%"
"14.10.2021","6,438","6,4337","6,4417","6,4312","5,93K","0,18%"
"13.10.2021","6,4262","6,4506","6,452","6,4253","5,80K","-0,35%"
"12.10.2021","6,4485","6,459","6,4595","6,446","5,07K","-0,02%"
"11.10.2021","6,4501","6,4425","6,4506","6,4341","4,72K","0,1%"
"08.10.2021","6,4435","6,4494","6,4529","6,4392","4,91K","-0,03%"
"07.10.2021","6,4452","6,4452","6,4452","6,4452","---","0%"
"06.10.2021","6,4452","6,4452","6,4452","6,4452","---","0%"
"05.10.2021","6,4452","6,4452","6,4452","6,4452","---","0%"
"04.10.2021","6,4452","6,4452","6,4452","6,4452","---","0%"
"01.10.2021","6,4452","6,4452","6,4452","6,4452","---","0%"
"30.09.2021","6,4452","6,4711","6,4751","6,4431","9,17K","-0,39%"
"29.09.2021","6,4702","6,461","6,4761","6,4604","10,97K","0,17%"
"28.09.2021","6,4595","6,4597","6,4639","6,4511","11,48K","0,05%"
"27.09.2021","6,456","6,4559","6,4653","6,4536","5,41K","-0,15%"
"24.09.2021","6,466","6,4603","6,4713","6,4564","5,89K","0,11%"
"23.09.2021","6,459","6,4703","6,4712","6,4513","18,84K","0,01%"
"22.09.2021","6,4583","6,4662","6,4745","6,4596","13,28K","-0,11%"
"21.09.2021","6,4655","6,4655","6,4655","6,4655","---","0%"
"20.09.2021","6,4655","6,4655","6,4655","6,4655","---","0%"
"17.09.2021","6,4655","6,4547","6,4707","6,4464","14,70K","0,14%"
"16.09.2021","6,4566","6,4336","6,4602","6,4299","13,06K","0,38%"
"15.09.2021","6,432","6,4435","6,4463","6,4297","14,47K","-0,1%"
"14.09.2021","6,4382","6,4482","6,4529","6,4367","16,92K","-0,2%"
"13.09.2021","6,4511","6,4444","6,4592","6,4444","9,58K","0,11%"
"10.09.2021","6,444","6,457","6,4578","6,4347","12,58K","-0,11%"
"09.09.2021","6,4514","6,462","6,4653","6,4513","5,17K","-0,15%"
"08.09.2021","6,4612","6,4643","6,4669","6,4559","7,26K","-0,08%"
"07.09.2021","6,4662","6,455","6,4689","6,4526","5,84K","0,19%"
"06.09.2021","6,4542","6,454","6,4614","6,4506","5,92K","0,02%"
"03.09.2021","6,4528","6,4553","6,4613","6,4333","5,49K","-0,05%"
"02.09.2021","6,4558","6,46","6,4649","6,4536","6,82K","-0,04%"
"01.09.2021","6,4586","6,4618","6,4712","6,4584","5,44K","-0,03%"
"31.08.2021","6,4604","6,468","6,4728","6,455","5,58K","-0,08%"
"30.08.2021","6,4658","6,466","6,4727","6,464","6,20K","-0,08%"
"27.08.2021","6,4711","6,4815","6,4884","6,4718","11,79K","-0,15%"
"26.08.2021","6,4809","6,4726","6,4878","6,4726","12,45K","0,08%"
"25.08.2021","6,4756","6,4714","6,4811","6,4708","13,65K","0,07%"
"24.08.2021","6,471","6,4789","6,4851","6,4676","12,46K","-0,15%"
"23.08.2021","6,4805","6,4915","6,4973","6,4788","14,92K","-0,32%"
"20.08.2021","6,5012","6,496","6,5057","6,4935","12,60K","0,11%"
"19.08.2021","6,4942","6,4847","6,4997","6,4841","14,50K","0,16%"
"18.08.2021","6,4841","6,4861","6,4872","6,4776","12,60K","-0,02%"
"17.08.2021","6,4854","6,4787","6,489","6,4758","12,69K","0,17%"
"16.08.2021","6,4742","6,4774","6,481","6,4719","12,15K","-0,04%"
"13.08.2021","6,4768","6,4779","6,4854","6,475","4,89K","-0,02%"
"12.08.2021","6,4782","6,4767","6,4811","6,4719","5,28K","0%"
"11.08.2021","6,4783","6,4846","6,4895","6,4752","4,84K","-0,11%"
"10.08.2021","6,4852","6,4826","6,4876","6,4773","5,92K","-0,01%"
"09.08.2021","6,4857","6,4835","6,4895","6,4731","5,86K","0,05%"
"06.08.2021","6,4825","6,466","6,4848","6,4622","5,24K","0,34%"
"05.08.2021","6,4608","6,4671","6,4677","6,4596","5,79K","-0,07%"
"04.08.2021","6,4655","6,4663","6,4673","6,4555","14,11K","-0,07%"
"03.08.2021","6,47","6,4656","6,4711","6,4604","7,06K","0,12%"
"02.08.2021","6,462","6,4614","6,4693","6,458","5,40K","0,02%"
"30.07.2021","6,4609","6,4645","6,4693","6,4506","5,76K","0,07%"
"29.07.2021","6,4562","6,4909","6,4909","6,4544","6,16K","-0,53%"
"28.07.2021","6,4905","6,5095","6,5102","6,4891","6,46K","-0,31%"
"27.07.2021","6,5104","6,4761","6,5131","6,4735","5,74K","0,43%"
"26.07.2021","6,4825","6,479","6,4875","6,4785","5,51K","0,03%"
"23.07.2021","6,4808","6,4684","6,4829","6,467","6,58K","0,17%"
"22.07.2021","6,4699","6,4676","6,4717","6,4617","7,00K","0,05%"
"21.07.2021","6,4664","6,4787","6,4818","6,4652","6,90K","-0,28%"
"20.07.2021","6,4845","6,4869","6,491","6,4765","6,88K","-0,07%"
"19.07.2021","6,4893","6,4784","6,4924","6,4763","6,46K","0,17%"
"16.07.2021","6,4785","6,4648","6,4798","6,4619","6,25K","0,33%"
"15.07.2021","6,4569","6,4609","6,4709","6,4555","5,79K","-0,18%"
"14.07.2021","6,4688","6,4741","6,4783","6,4498","7,00K","0%"
"13.07.2021","6,4685","6,4698","6,4756","6,4619","6,69K","-0,1%"
"12.07.2021","6,4751","6,4763","6,4798","6,4698","6,08K","-0,06%"
"09.07.2021","6,4788","6,4851","6,4923","6,477","5,69K","-0,17%"
"08.07.2021","6,4898","6,4772","6,4928","6,4722","5,51K","0,28%"
"07.07.2021","6,4718","6,4765","6,4775","6,4608","5,11K","-0,05%"
"06.07.2021","6,4752","6,461","6,4811","6,458","5,33K","0,19%"
"05.07.2021","6,463","6,4696","6,4705","6,4572","5,33K","-0,14%"
"02.07.2021","6,4721","6,4693","6,4856","6,4688","19,44K","0,06%"
"01.07.2021","6,4679","6,4621","6,4709","6,4582","17,52K","0,18%"
"30.06.2021","6,4566","6,4635","6,4646","6,4526","17,01K","-0,11%"
"29.06.2021","6,4635","6,459","6,4687","6,4539","13,74K","0,12%"
"28.06.2021","6,4555","6,4603","6,4659","6,4528","11,59K","0,02%"
"25.06.2021","6,4545","6,4653","6,4681","6,4496","5,44K","-0,24%"
"24.06.2021","6,4701","6,478","6,4837","6,4645","5,91K","-0,04%"
"23.06.2021","6,4727","6,474","6,4903","6,4712","5,42K","-0,13%"
"22.06.2021","6,4811","6,4647","6,4831","6,458","19,55K","0,24%"
"21.06.2021","6,4659","6,4507","6,4732","6,4474","20,97K","0,21%"
"18.06.2021","6,4525","6,4476","6,4549","6,434","18,56K","0,07%"
"17.06.2021","6,4477","6,3972","6,4512","6,3972","19,41K","0,79%"
"16.06.2021","6,3969","6,4026","6,4068","6,3945","11,48K","-0,13%"
"15.06.2021","6,4052","6,4056","6,4089","6,3979","12,08K","0,13%"
"14.06.2021","6,3967","6,3967","6,3967","6,3967","---","0%"
"11.06.2021","6,3967","6,3869","6,4005","6,3839","15,10K","0,06%"
"10.06.2021","6,3929","6,3875","6,3971","6,381","18,14K","0,1%"
"09.06.2021","6,3865","6,3986","6,3994","6,3818","18,17K","-0,21%"
"08.06.2021","6,4","6,3915","6,4025","6,3886","16,66K","0,06%"
"07.06.2021","6,3963","6,3961","6,4038","6,3926","12,81K","0,03%"
"04.06.2021","6,3945","6,4048","6,4135","6,3932","5,44K","-0,14%"
"03.06.2021","6,4036","6,3811","6,4056","6,3797","5,72K","0,36%"
"02.06.2021","6,3805","6,378","6,392","6,3761","6,66K","0,01%"
"01.06.2021","6,3796","6,3676","6,3858","6,3612","6,82K","0,17%"
"31.05.2021","6,3688","6,369","6,3757","6,3568","6,73K","0,02%"
"28.05.2021","6,3674","6,383","6,3854","6,3612","6,36K","-0,24%"
"27.05.2021","6,3824","6,3947","6,3979","6,3731","6,22K","-0,13%"
"26.05.2021","6,3905","6,411","6,4112","6,3863","6,42K","-0,3%"
"25.05.2021","6,41","6,4111","6,4159","6,4011","6,42K","-0,12%"
"24.05.2021","6,4177","6,4388","6,4405","6,4163","6,59K","-0,25%"
"21.05.2021","6,4339","6,4335","6,4382","6,4273","5,95K","0%"
"20.05.2021","6,4339","6,435","6,4442","6,4308","6,47K","0%"
"19.05.2021","6,4342","6,4246","6,4412","6,4223","5,94K","0,14%"
"18.05.2021","6,425","6,4338","6,4356","6,4178","6,04K","-0,21%"
"17.05.2021","6,4388","6,4418","6,4457","6,4344","5,98K","0,03%"
"14.05.2021","6,4367","6,4476","6,4508","6,4292","6,56K","-0,22%"
"13.05.2021","6,4506","6,4545","6,4594","6,4472","6,31K","-0,09%"
"12.05.2021","6,4566","6,4296","6,4586","6,4276","6,33K","0,44%"
"11.05.2021","6,4285","6,4274","6,4345","6,4193","6,65K","0,2%"
"10.05.2021","6,4156","6,4337","6,4353","6,4086","6,07K","-0,24%"
"07.05.2021","6,431","6,4662","6,4668","6,4315","5,40K","-0,45%"
"06.05.2021","6,4598","6,4808","6,484","6,4623","5,11K","-0,2%"
"05.05.2021","6,473","6,473","6,473","6,473","---","0%"
"04.05.2021","6,473","6,473","6,473","6,473","---","0%"
"03.05.2021","6,473","6,473","6,473","6,473","---","0%"
"30.04.2021","6,473","6,4713","6,478","6,4633","5,67K","0,03%"
"29.04.2021","6,471","6,4745","6,48","6,464","6,10K","-0,09%"
"28.04.2021","6,4771","6,4865","6,4912","6,4784","6,27K","-0,09%"
"27.04.2021","6,483","6,4865","6,4914","6,4792","6,62K","-0,02%"
"26.04.2021","6,4844","6,4857","6,4933","6,4827","6,12K","-0,16%"
"25.04.2021","6,4945","6,4945","6,4945","6,4945","---","0%"
"23.04.2021","6,4945","6,4926","6,5004","6,4894","6,42K","0,05%"
"22.04.2021","6,491","6,4892","6,4958","6,4812","5,78K","0,01%"
"21.04.2021","6,4903","6,5015","6,5029","6,4883","5,69K","-0,12%"
"20.04.2021","6,4981","6,507","6,5098","6,4912","5,73K","-0,16%"
"19.04.2021","6,5085","6,5294","6,5317","6,5047","5,48K","-0,18%"
"16.04.2021","6,5203","6,5304","6,5348","6,5169","5,57K","-0,03%"
"15.04.2021","6,522","6,5306","6,5428","6,5203","5,80K","-0,11%"
"14.04.2021","6,5292","6,5402","6,5438","6,5274","5,20K","-0,21%"
"13.04.2021","6,5431","6,5462","6,5548","6,5415","5,25K","-0,02%"
"12.04.2021","6,5443","6,5584","6,5609","6,5427","5,37K","-0,12%"
"09.04.2021","6,5522","6,5476","6,5628","6,5452","6,14K","0,03%"
"08.04.2021","6,5505","6,5493","6,5531","6,5453","5,31K","0,14%"
"07.04.2021","6,5415","6,5398","6,5474","6,5358","5,44K","0,07%"
"06.04.2021","6,537","6,5546","6,5602","6,5389","5,24K","-0,42%"
"05.04.2021","6,5646","6,5646","6,5646","6,5646","---","0%"
"02.04.2021","6,5646","6,5637","6,5694","6,5578","5,83K","0%"
"01.04.2021","6,5645","6,5556","6,5792","6,5543","5,79K","0,19%"
"31.03.2021","6,5518","6,5687","6,5719","6,5445","5,67K","-0,3%"
"30.03.2021","6,5716","6,5792","6,5802","6,5622","6,12K","0,06%"
"29.03.2021","6,5678","6,5416","6,5747","6,5406","6,04K","0,41%"
"26.03.2021","6,5412","6,5391","6,5471","6,5369","6,15K","-0,06%"
"25.03.2021","6,5452","6,5283","6,5482","6,5283","6,11K","0,34%"
"24.03.2021","6,523","6,5191","6,5286","6,5157","6,95K","0,11%"
"23.03.2021","6,516","6,5063","6,518","6,5062","5,45K","0,14%"
"22.03.2021","6,507","6,5101","6,5134","6,5047","7,82K","0%"
"19.03.2021","6,507","6,5117","6,5184","6,5005","7,08K","0,02%"
"18.03.2021","6,5054","6,4932","6,5126","6,4894","6,88K","0,04%"
"17.03.2021","6,503","6,5056","6,5081","6,4982","6,19K","-0,03%"
"16.03.2021","6,5052","6,4968","6,5078","6,4937","5,75K","0,09%"
"15.03.2021","6,4996","6,4946","6,5111","6,4946","5,80K","-0,13%"
"12.03.2021","6,5081","6,481","6,5101","6,4769","6,18K","0,23%"
"11.03.2021","6,4932","6,4965","6,5026","6,4822","6,10K","-0,18%"
"10.03.2021","6,505","6,5089","6,5179","6,5007","5,91K","0%"
"09.03.2021","6,505","6,5261","6,5446","6,503","19,22K","-0,31%"
"08.03.2021","6,525","6,4968","6,533","6,4915","45,06K","0,45%"
"05.03.2021","6,496","6,47","6,4992","6,4691","16,08K","0,41%"
"04.03.2021","6,4694","6,4717","6,4732","6,465","16,33K","0,03%"
"03.03.2021","6,4675","6,4675","6,4741","6,4556","15,56K","-0,04%"
"02.03.2021","6,4702","6,466","6,4768","6,4654","18,69K","0,08%"
"01.03.2021","6,4648","6,4676","6,4712","6,4581","21,22K","-0,13%"
"26.02.2021","6,473","6,4825","6,4831","6,4564","5,98K","0,29%"
"25.02.2021","6,4541","6,4566","6,458","6,4454","15,81K","-0,02%"
"24.02.2021","6,4556","6,4555","6,4631","6,4452","6,76K","-0,13%"
"23.02.2021","6,464","6,4566","6,4707","6,4534","11,96K","0,02%"
"22.02.2021","6,4625","6,4586","6,4703","6,4564","21,05K","0,11%"
"19.02.2021","6,4555","6,471","6,4755","6,4506","16,47K","-0,48%"
"18.02.2021","6,4869","6,4471","6,4902","6,4453","20,16K","0,51%"
"17.02.2021","6,4542","6,4542","6,4542","6,4542","---","0%"
"16.02.2021","6,4542","6,4542","6,4542","6,4542","---","0%"
"15.02.2021","6,4542","6,4542","6,4542","6,4542","---","0%"
"12.02.2021","6,4542","6,4542","6,4542","6,4542","---","0%"
"11.02.2021","6,4542","6,4582","6,459","6,4575","---","-0,05%"
"10.02.2021","6,4576","6,4364","6,4601","6,4293","4,70K","0,36%"
"09.02.2021","6,4344","6,4478","6,4546","6,431","4,60K","-0,16%"
"08.02.2021","6,4444","6,462","6,4628","6,4468","7,86K","-0,34%"
"05.02.2021","6,4664","6,4701","6,4829","6,4599","8,93K","-0,08%"
"04.02.2021","6,4715","6,4604","6,4737","6,456","9,41K","0,21%"
"03.02.2021","6,4579","6,456","6,4647","6,4549","14,41K","0,04%"
"02.02.2021","6,4551","6,4652","6,4672","6,4476","17,58K","-0,18%"
"01.02.2021","6,4669","6,4308","6,4715","6,4308","17,22K","0,65%"
"29.01.2021","6,425","6,4563","6,468","6,4224","15,73K","-0,37%"
"28.01.2021","6,4491","6,4898","6,4948","6,4475","18,21K","-0,51%"
"27.01.2021","6,4822","6,4617","6,4881","6,4576","19,26K","0,29%"
"26.01.2021","6,4635","6,4771","6,4786","6,4623","18,58K","-0,23%"
"25.01.2021","6,4784","6,485","6,487","6,4721","19,14K","-0,04%"
"22.01.2021","6,481","6,462","6,4864","6,462","14,71K","0,33%"
"21.01.2021","6,4595","6,4567","6,4665","6,4561","16,63K","-0,09%"
"20.01.2021","6,465","6,4768","6,478","6,4624","21,75K","-0,2%"
"19.01.2021","6,4777","6,4925","6,4935","6,4774","17,01K","-0,19%"
"18.01.2021","6,4902","6,4821","6,4974","6,4773","17,56K","0,16%"
"15.01.2021","6,48","6,4665","6,4815","6,4639","11,99K","0,1%"
"14.01.2021","6,4736","6,4673","6,4765","6,4617","13,08K","0,09%"
"13.01.2021","6,4677","6,4514","6,4724","6,4494","13,84K","0,1%"
"12.01.2021","6,461","6,4787","6,4788","6,4578","7,67K","-0,29%"
"11.01.2021","6,4795","6,48","6,4932","6,47","3,88K","0,07%"
"08.01.2021","6,475","6,4776","6,478","6,4615","4,39K","-0,02%"
"07.01.2021","6,476","6,459","6,4795","6,4546","3,22K","0,22%"
"06.01.2021","6,4617","6,4561","6,4643","6,451","7,38K","0,1%"
"05.01.2021","6,455","6,4603","6,4693","6,4296","21,01K","-0,08%"
"04.01.2021","6,4601","6,5168","6,5169","6,4567","---","-0,99%"
"01.01.2021","6,525","6,525","6,525","6,525","---","0%"
"31.12.2020","6,525","6,5223","6,5561","6,5152","---","0,06%"
"30.12.2020","6,5208","6,5308","6,5378","6,5208","---","-0,14%"
"29.12.2020","6,53","6,5371","6,5385","6,5266","---","-0,07%"
"28.12.2020","6,5346","6,5418","6,5439","6,5282","---","-0,09%"
"25.12.2020","6,5408","6,5301","6,5444","6,5198","---","0,17%"
"24.12.2020","6,53","6,5406","6,5406","6,5265","---","-0,15%"
"23.12.2020","6,54","6,5493","6,5557","6,5323","---","-0,04%"
"22.12.2020","6,5426","6,5426","6,5547","6,5394","---","-0,06%"
"21.12.2020","6,5467","6,5471","6,5565","6,5462","---","0,18%"
"18.12.2020","6,5348","6,533","6,5463","6,5317","---","0,04%"
"17.12.2020","6,5321","6,528","6,5425","6,5268","---","0%"
"16.12.2020","6,5323","6,5366","6,5465","6,5241","---","-0,1%"
"15.12.2020","6,5388","6,5455","6,5569","6,538","---","-0,14%"
"14.12.2020","6,548","6,5326","6,5525","6,5325","---","0,05%"
"11.12.2020","6,5445","6,5375","6,5493","6,5352","---","0,02%"
"10.12.2020","6,5435","6,546","6,5538","6,5398","---","0,04%"
"09.12.2020","6,541","6,5293","6,5467","6,5194","---","0,16%"
"08.12.2020","6,5307","6,5334","6,5398","6,5199","---","0,02%"
"07.12.2020","6,5295","6,5295","6,544","6,528","---","-0,01%"
"04.12.2020","6,5301","6,5432","6,5529","6,5268","---","-0,18%"
"03.12.2020","6,5418","6,554","6,5664","6,5424","---","-0,31%"
"02.12.2020","6,5622","6,5639","6,5692","6,552","---","-0,13%"
"01.12.2020","6,5705","6,5789","6,5875","6,5606","---","-0,08%"
"30.11.2020","6,576","6,5769","6,595","6,5709","---","0,03%"
"27.11.2020","6,5738","6,573","6,5848","6,5714","---","0%"
"26.11.2020","6,5741","6,5654","6,578","6,5622","---","-0,01%"
"25.11.2020","6,575","6,5915","6,5915","6,5724","---","-0,23%"
"24.11.2020","6,59","6,5778","6,5931","6,5737","---","0,08%"
"23.11.2020","6,585","6,5548","6,5862","6,5532","---","0,37%"
"20.11.2020","6,5608","6,5742","6,5823","6,5604","---","-0,28%"
"19.11.2020","6,5789","6,5605","6,5941","6,5599","---","0,31%"
"18.11.2020","6,5588","6,5579","6,5669","6,5389","---","0,05%"
"17.11.2020","6,5556","6,5847","6,5847","6,5473","---","-0,42%"
"16.11.2020","6,583","6,5884","6,592","6,5696","---","-0,32%"
"13.11.2020","6,6039","6,6175","6,627","6,6041","---","-0,11%"
"12.11.2020","6,6114","6,6311","6,6342","6,6113","---","-0,28%"
"11.11.2020","6,6301","6,6075","6,6334","6,5923","---","0,23%"
"10.11.2020","6,6146","6,6217","6,6283","6,5975","---","-0,2%"
"09.11.2020","6,628","6,5918","6,6349","6,5629","---","0,3%"
"06.11.2020","6,608","6,6146","6,6383","6,6065","---","0,08%"
"05.11.2020","6,6027","6,641","6,6635","6,6034","---","-0,68%"
"04.11.2020","6,648","6,7067","6,7508","6,6515","---","-0,42%"
"03.11.2020","6,6759","6,6822","6,6975","6,6764","---","-0,21%"
"02.11.2020","6,6899","6,6927","6,7015","6,6811","---","-0,03%"
"30.10.2020","6,6919","6,715","6,715","6,6794","---","-0,33%"
"29.10.2020","6,714","6,729","6,729","6,702","---","-0,21%"
"28.10.2020","6,7279","6,7153","6,7301","6,707","---","0,35%"
"27.10.2020","6,7044","6,7123","6,7244","6,6965","---","-0,11%"
"26.10.2020","6,7119","6,6853","6,7143","6,6784","---","0,41%"
"23.10.2020","6,6843","6,6846","6,6937","6,6652","---","0,03%"
"22.10.2020","6,6821","6,6511","6,6887","6,6465","---","0,48%"
"21.10.2020","6,6503","6,6767","6,6767","6,6408","---","-0,38%"
"20.10.2020","6,6754","6,6786","6,6944","6,6762","---","-0,07%"
"19.10.2020","6,6803","6,6976","6,7041","6,6818","---","-0,24%"
"16.10.2020","6,6962","6,719","6,7259","6,6943","---","-0,4%"
"15.10.2020","6,7233","6,7154","6,7355","6,714","---","0,14%"
"14.10.2020","6,7136","6,7467","6,7483","6,7124","---","-0,47%"
"13.10.2020","6,7452","6,7565","6,7615","6,7323","---","0%"
"12.10.2020","6,7451","6,6947","6,7556","6,6947","---","0,77%"
"09.10.2020","6,6933","6,7264","6,7308","6,6934","---","-1,42%"
"08.10.2020","6,7898","6,7898","6,7898","6,7898","---","0%"
"07.10.2020","6,7898","6,7898","6,7898","6,7898","---","0%"
"06.10.2020","6,7898","6,7898","6,7898","6,7898","---","0%"
