"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"02.07.2010","6,7709","6,7806","6,7814","6,7695","---","-0,14%"
"01.07.2010","6,7807","6,7812","6,7842","6,7804","---","-0,01%"
"30.06.2010","6,7815","6,7963","6,798","6,78","---","-0,24%"
"29.06.2010","6,7977","6,7953","6,8001","6,7935","---","0,03%"
"28.06.2010","6,796","6,7914","6,7966","6,789","---","0,07%"
"25.06.2010","6,7911","6,7994","6,7967","6,7861","---","-0,13%"
"24.06.2010","6,7996","6,8112","6,8155","6,799","---","-0,17%"
"23.06.2010","6,8114","6,8117","6,8133","6,807","---","-0,02%"
"22.06.2010","6,8127","6,7964","6,8229","6,792","---","0,23%"
"21.06.2010","6,7968","6,8268","6,829","6,796","---","-0,44%"
"18.06.2010","6,8267","6,8293","6,8307","6,8259","---","-0,03%"
"17.06.2010","6,829","6,8333","6,8333","6,8278","---","-0,05%"
"16.06.2010","6,8323","6,8327","6,8333","6,8315","---","0%"
"15.06.2010","6,8323","6,8327","6,8333","6,8315","---","0%"
"14.06.2010","6,8323","6,8318","6,8333","6,8315","---","0%"
"11.06.2010","6,832","6,8297","6,8336","6,8279","---","0,02%"
"10.06.2010","6,8305","6,8281","6,832","6,8265","---","0,03%"
"09.06.2010","6,8285","6,8291","6,8309","6,8279","---","-0,01%"
"08.06.2010","6,8294","6,8294","6,8325","6,8281","---","-0,04%"
"07.06.2010","6,8322","6,8284","6,8325","6,8279","---","0,05%"
"04.06.2010","6,8286","6,828","6,8303","6,8265","---","0%"
"03.06.2010","6,8283","6,8295","6,832","6,8278","---","-0,02%"
"02.06.2010","6,8296","6,8301","6,8318","6,8289","---","0,03%"
"01.06.2010","6,8275","6,8275","6,8314","6,8262","---","0%"
"31.05.2010","6,8278","6,8303","6,8314","6,8265","---","-0,04%"
"28.05.2010","6,8305","6,8296","6,832","6,8279","---","0,01%"
"27.05.2010","6,8296","6,8303","6,8323","6,8276","---","0,01%"
"26.05.2010","6,8292","6,83","6,8317","6,8276","---","-0,03%"
"25.05.2010","6,831","6,8284","6,8333","6,8274","---","0,04%"
"24.05.2010","6,8286","6,8267","6,829","6,8265","---","0,04%"
"21.05.2010","6,8262","6,8274","6,8288","6,8263","---","-0,02%"
"20.05.2010","6,8277","6,8273","6,8289","6,8269","---","0,01%"
"19.05.2010","6,8269","6,8274","6,8291","6,8265","---","-0,01%"
"18.05.2010","6,8273","6,8274","6,8291","6,8265","---","0%"
"17.05.2010","6,8274","6,8267","6,8294","6,8263","---","0,02%"
"14.05.2010","6,8263","6,8275","6,8288","6,826","---","-0,02%"
"13.05.2010","6,8278","6,8279","6,8291","6,8265","---","0,01%"
"12.05.2010","6,827","6,8286","6,8299","6,826","---","-0,02%"
"11.05.2010","6,8285","6,8263","6,8296","6,8257","---","0,03%"
"10.05.2010","6,8263","6,8255","6,8271","6,8254","---","0,01%"
"07.05.2010","6,8254","6,8262","6,8283","6,8255","---","-0,02%"
"06.05.2010","6,8265","6,8261","6,8273","6,8258","---","0%"
"05.05.2010","6,8263","6,8265","6,8278","6,8259","---","0%"
"04.05.2010","6,826","6,825","6,8278","6,824","---","0,02%"
"03.05.2010","6,8245","6,8251","6,8251","6,825","---","0%"
"30.04.2010","6,8247","6,8254","6,8267","6,825","---","-0,02%"
"29.04.2010","6,8259","6,825","6,8266","6,825","---","0,02%"
"28.04.2010","6,8245","6,8253","6,8274","6,825","---","-0,02%"
"27.04.2010","6,8256","6,8263","6,8278","6,8251","---","-0,01%"
"26.04.2010","6,8266","6,827","6,8286","6,8257","---","-0,01%"
"23.04.2010","6,827","6,8264","6,831","6,8255","---","0,01%"
"22.04.2010","6,8263","6,8266","6,8285","6,8254","---","-0,02%"
"21.04.2010","6,8275","6,8252","6,8288","6,8252","---","0,03%"
"20.04.2010","6,8253","6,8258","6,8273","6,8252","---","-0,01%"
"19.04.2010","6,8262","6,8252","6,8279","6,8251","---","0,01%"
"16.04.2010","6,8253","6,8258","6,8265","6,825","---","-0,01%"
"15.04.2010","6,826","6,8256","6,8265","6,8253","---","0%"
"14.04.2010","6,8258","6,8258","6,827","6,8248","---","0,01%"
"13.04.2010","6,8251","6,8258","6,8272","6,8248","---","0%"
"12.04.2010","6,8252","6,8232","6,8268","6,823","---","0,03%"
"09.04.2010","6,8229","6,8239","6,826","6,823","---","-0,02%"
"08.04.2010","6,824","6,8254","6,8265","6,8236","---","-0,02%"
"07.04.2010","6,8254","6,8258","6,8265","6,825","---","0,01%"
"06.04.2010","6,825","6,8253","6,827","6,8253","---","-0,01%"
"05.04.2010","6,8256","6,8253","6,8258","6,8253","---","0%"
"02.04.2010","6,8255","6,826","6,8275","6,8252","---","-0,01%"
"01.04.2010","6,8263","6,8256","6,8284","6,8255","---","0,01%"
"31.03.2010","6,8258","6,8267","6,8274","6,8254","---","0%"
"30.03.2010","6,8258","6,8264","6,8277","6,8253","---","-0,01%"
"29.03.2010","6,8264","6,8267","6,8292","6,8259","---","-0,01%"
"26.03.2010","6,8269","6,8274","6,8301","6,8261","---","0%"
"25.03.2010","6,827","6,8273","6,8286","6,8262","---","0,01%"
"24.03.2010","6,8266","6,8262","6,828","6,8261","---","0%"
"23.03.2010","6,8263","6,8267","6,8277","6,826","---","0%"
"22.03.2010","6,8266","6,826","6,8284","6,8258","---","0%"
"19.03.2010","6,8265","6,8259","6,8269","6,8258","---","0,01%"
"18.03.2010","6,8261","6,8261","6,8279","6,8257","---","0%"
"17.03.2010","6,8259","6,8261","6,8274","6,8255","---","0%"
"16.03.2010","6,8257","6,8262","6,8276","6,8256","---","0%"
"15.03.2010","6,8259","6,8253","6,8275","6,8252","---","0,01%"
"12.03.2010","6,8254","6,8272","6,8277","6,8252","---","-0,02%"
"11.03.2010","6,8266","6,8259","6,828","6,8255","---","0,01%"
"10.03.2010","6,8259","6,8264","6,8274","6,8257","---","-0,01%"
"09.03.2010","6,8263","6,8265","6,8283","6,8259","---","0%"
"08.03.2010","6,8261","6,8264","6,8276","6,8256","---","0%"
"05.03.2010","6,826","6,8263","6,8279","6,8258","---","0%"
"04.03.2010","6,8258","6,8263","6,8279","6,8255","---","0%"
"03.03.2010","6,8258","6,8265","6,829","6,8253","---","-0,01%"
"02.03.2010","6,8265","6,8263","6,8314","6,8259","---","0%"
"01.03.2010","6,8263","6,8258","6,8277","6,8257","---","0,01%"
"26.02.2010","6,8258","6,8269","6,8281","6,8257","---","-0,01%"
"25.02.2010","6,8267","6,8266","6,8284","6,8262","---","0%"
"24.02.2010","6,8269","6,8277","6,8285","6,8264","---","0%"
"23.02.2010","6,8267","6,8274","6,833","6,826","---","0%"
"22.02.2010","6,8264","6,8293","6,831","6,826","---","-0,04%"
"19.02.2010","6,829","6,8316","6,8316","6,8291","---","-0,06%"
"18.02.2010","6,833","6,8336","6,8336","6,8331","---","0,01%"
"17.02.2010","6,8326","6,8341","6,8341","6,8326","---","0%"
"16.02.2010","6,8326","6,8341","6,8341","6,8326","---","0%"
"15.02.2010","6,8326","6,8341","6,8341","6,8326","---","0%"
"12.02.2010","6,8326","6,8346","6,8356","6,8292","---","0%"
"11.02.2010","6,8328","6,8296","6,8356","6,8225","---","0,07%"
"10.02.2010","6,828","6,8268","6,8335","6,8262","---","0,02%"
"09.02.2010","6,8267","6,8275","6,8282","6,8262","---","0%"
"08.02.2010","6,8265","6,8281","6,8284","6,8262","---","-0,01%"
"05.02.2010","6,8275","6,828","6,8288","6,8255","---","-0,01%"
"04.02.2010","6,828","6,827","6,8286","6,825","---","0,03%"
"03.02.2010","6,826","6,8269","6,8282","6,8249","---","-0,01%"
"02.02.2010","6,827","6,8273","6,8285","6,825","---","0,01%"
"01.02.2010","6,826","6,8265","6,8284","6,8265","---","-0,01%"
"29.01.2010","6,8268","6,8269","6,828","6,8264","---","0%"
"28.01.2010","6,8268","6,8275","6,828","6,8264","---","0%"
"27.01.2010","6,8268","6,8266","6,8279","6,8265","---","0,01%"
"26.01.2010","6,8261","6,8269","6,828","6,8263","---","-0,01%"
"25.01.2010","6,8268","6,8271","6,828","6,8263","---","0%"
"22.01.2010","6,827","6,8268","6,8281","6,8261","---","0%"
"21.01.2010","6,8268","6,8271","6,8283","6,8262","---","0,01%"
"20.01.2010","6,8258","6,8276","6,8288","6,8261","---","-0,01%"
"19.01.2010","6,8268","6,8273","6,8286","6,8261","---","0,01%"
"18.01.2010","6,8261","6,827","6,8286","6,826","---","-0,01%"
"15.01.2010","6,8269","6,8275","6,8283","6,8261","---","0,01%"
"14.01.2010","6,8265","6,8284","6,8287","6,8261","---","-0,04%"
"13.01.2010","6,8295","6,8272","6,8298","6,8258","---","0,04%"
"12.01.2010","6,8267","6,8249","6,8283","6,8243","---","0,01%"
"11.01.2010","6,8263","6,8273","6,829","6,8256","---","-0,02%"
"08.01.2010","6,8274","6,8279","6,8294","6,8266","---","-0,01%"
"07.01.2010","6,828","6,8278","6,8292","6,8264","---","0,02%"
"06.01.2010","6,8266","6,8272","6,829","6,8262","---","0,01%"
"05.01.2010","6,8258","6,8285","6,8293","6,8256","---","-0,02%"
"04.01.2010","6,8273","6,8283","6,8291","6,8263","---","0,02%"
"01.01.2010","6,8259","6,8281","6,8281","6,8259","---","0%"
"31.12.2009","6,8259","6,8249","6,8292","6,8242","---","0,02%"
"30.12.2009","6,8244","6,829","6,8307","6,8241","---","-0,07%"
"29.12.2009","6,8289","6,8295","6,8324","6,8275","---","-0,01%"
"28.12.2009","6,8299","6,8272","6,8335","6,8267","---","0,04%"
"25.12.2009","6,8269","6,828","6,8292","6,8267","---","0%"
"24.12.2009","6,8271","6,8281","6,8296","6,8274","---","-0,02%"
"23.12.2009","6,8282","6,828","6,8297","6,8276","---","0%"
"22.12.2009","6,8285","6,8283","6,8296","6,8277","---","0%"
"21.12.2009","6,8284","6,8277","6,8295","6,8275","---","0,01%"
"18.12.2009","6,828","6,8285","6,8299","6,8274","---","-0,01%"
"17.12.2009","6,8286","6,8275","6,8299","6,8274","---","0,01%"
"16.12.2009","6,8279","6,8285","6,8297","6,8271","---","0,01%"
"15.12.2009","6,827","6,8275","6,8297","6,8269","---","-0,02%"
"14.12.2009","6,8281","6,8275","6,8318","6,8271","---","0,02%"
"11.12.2009","6,8269","6,8277","6,829","6,8262","---","0,01%"
"10.12.2009","6,8264","6,8272","6,8302","6,8258","---","-0,01%"
"09.12.2009","6,8274","6,8282","6,8302","6,8262","---","0%"
"08.12.2009","6,8275","6,8296","6,8303","6,8264","---","-0,02%"
"07.12.2009","6,8288","6,8266","6,8314","6,8262","---","0,04%"
"04.12.2009","6,8261","6,827","6,829","6,8262","---","-0,01%"
"03.12.2009","6,8269","6,8272","6,8285","6,8258","---","0,01%"
"02.12.2009","6,826","6,8275","6,8282","6,8256","---","-0,01%"
"01.12.2009","6,827","6,8281","6,8287","6,8257","---","0,01%"
"30.11.2009","6,8265","6,8275","6,8295","6,8262","---","-0,01%"
"27.11.2009","6,8272","6,8283","6,8319","6,8262","---","-0,01%"
"26.11.2009","6,828","6,8284","6,8305","6,8258","---","0,01%"
"25.11.2009","6,8272","6,8298","6,8305","6,8265","---","-0,02%"
"24.11.2009","6,8285","6,8296","6,8311","6,8264","---","0,02%"
"23.11.2009","6,827","6,8276","6,8335","6,8264","---","-0,01%"
"20.11.2009","6,8277","6,8281","6,8297","6,8263","---","-0,01%"
"19.11.2009","6,8283","6,827","6,8307","6,8264","---","0,02%"
"18.11.2009","6,8269","6,8268","6,8287","6,826","---","0,01%"
"17.11.2009","6,826","6,8274","6,8284","6,826","---","0%"
"16.11.2009","6,8263","6,8273","6,8286","6,8253","---","0%"
"13.11.2009","6,826","6,8263","6,8286","6,8255","---","-0,01%"
"12.11.2009","6,8267","6,8256","6,828","6,8256","---","0,01%"
"11.11.2009","6,8257","6,8268","6,8287","6,8253","---","0%"
"10.11.2009","6,8255","6,8269","6,8292","6,8261","---","-0,01%"
"09.11.2009","6,8261","6,8274","6,8289","6,8261","---","-0,01%"
"06.11.2009","6,8266","6,8276","6,8291","6,8268","---","0%"
"05.11.2009","6,8269","6,8269","6,8291","6,8266","---","0,01%"
"04.11.2009","6,8265","6,8276","6,8294","6,8265","---","-0,02%"
"03.11.2009","6,8278","6,8281","6,8294","6,8271","---","0,01%"
"02.11.2009","6,8268","6,8278","6,8301","6,8271","---","0,01%"
"30.10.2009","6,8264","6,8281","6,83","6,8269","---","-0,01%"
"29.10.2009","6,8269","6,8285","6,8311","6,8274","---","0%"
"28.10.2009","6,827","6,8292","6,8307","6,8273","---","-0,03%"
"27.10.2009","6,8291","6,8279","6,8352","6,8273","---","0,02%"
"26.10.2009","6,8276","6,8281","6,8293","6,8269","---","-0,01%"
"23.10.2009","6,828","6,8293","6,8302","6,8265","---","-0,01%"
"22.10.2009","6,8287","6,8275","6,8303","6,8258","---","0,02%"
"21.10.2009","6,8272","6,8265","6,8289","6,8261","---","0,03%"
"20.10.2009","6,8254","6,8269","6,8278","6,8254","---","-0,02%"
"19.10.2009","6,8266","6,8262","6,8288","6,8257","---","0%"
"16.10.2009","6,8266","6,8274","6,8288","6,8252","---","-0,01%"
"15.10.2009","6,827","6,8258","6,8288","6,8242","---","0,01%"
"14.10.2009","6,8261","6,8265","6,8285","6,8245","---","0%"
"13.10.2009","6,8264","6,8233","6,8281","6,823","---","0,05%"
"12.10.2009","6,8232","6,8256","6,8287","6,8229","---","-0,03%"
"09.10.2009","6,8254","6,8267","6,8288","6,8248","---","-0,01%"
"08.10.2009","6,826","6,8265","6,8265","6,8265","---","0%"
"07.10.2009","6,826","6,8265","6,8265","6,8265","---","0%"
"06.10.2009","6,826","6,8267","6,8267","6,8263","---","0%"
"05.10.2009","6,826","6,8267","6,8267","6,8263","---","0%"
"02.10.2009","6,826","6,8267","6,8267","6,8263","---","0%"
"01.10.2009","6,826","6,8265","6,8265","6,8265","---","0%"
"30.09.2009","6,826","6,8279","6,8288","6,8256","---","-0,03%"
"29.09.2009","6,8278","6,8276","6,8296","6,8257","---","0,02%"
"28.09.2009","6,8265","6,8285","6,8298","6,8257","---","-0,01%"
"25.09.2009","6,8273","6,8277","6,8303","6,8256","---","0,01%"
"24.09.2009","6,8263","6,8262","6,8293","6,8257","---","0%"
"23.09.2009","6,826","6,8265","6,829","6,825","---","-0,01%"
"22.09.2009","6,8268","6,8286","6,8312","6,8258","---","-0,03%"
"21.09.2009","6,8287","6,8281","6,8303","6,8275","---","0,02%"
"18.09.2009","6,827","6,8259","6,8298","6,8255","---","0,01%"
"17.09.2009","6,8262","6,8251","6,8288","6,825","---","0,02%"
"16.09.2009","6,8247","6,829","6,8298","6,8249","---","-0,06%"
"15.09.2009","6,8289","6,8286","6,8304","6,8279","---","0,01%"
"14.09.2009","6,8282","6,8285","6,8303","6,8277","---","0%"
"11.09.2009","6,828","6,8287","6,8301","6,8268","---","-0,02%"
"10.09.2009","6,8291","6,8287","6,8304","6,8276","---","0,01%"
"09.09.2009","6,8286","6,8288","6,8301","6,8269","---","0,02%"
"08.09.2009","6,827","6,8289","6,8313","6,8271","---","-0,02%"
"07.09.2009","6,8285","6,8298","6,832","6,8281","---","-0,01%"
"04.09.2009","6,8293","6,8306","6,8322","6,8294","---","-0,01%"
"03.09.2009","6,8298","6,8309","6,833","6,8299","---","-0,01%"
"02.09.2009","6,8303","6,8302","6,8329","6,83","---","0,01%"
"01.09.2009","6,8295","6,8306","6,8321","6,8299","---","-0,01%"
"31.08.2009","6,8299","6,8301","6,8326","6,83","---","0%"
"28.08.2009","6,83","6,8313","6,8327","6,8299","---","-0,02%"
"27.08.2009","6,8316","6,8309","6,8335","6,831","---","0,02%"
"26.08.2009","6,8305","6,8317","6,8331","6,8307","---","-0,01%"
"25.08.2009","6,831","6,831","6,8329","6,8308","---","0%"
"24.08.2009","6,8309","6,8312","6,8326","6,8305","---","-0,01%"
"21.08.2009","6,8313","6,8314","6,8329","6,8308","---","-0,01%"
"20.08.2009","6,8317","6,834","6,8346","6,8309","---","-0,03%"
"19.08.2009","6,834","6,8334","6,8364","6,8324","---","0,01%"
"18.08.2009","6,8336","6,8359","6,8368","6,8333","---","-0,03%"
"17.08.2009","6,8358","6,8336","6,8375","6,832","---","0,02%"
"14.08.2009","6,8341","6,8333","6,8356","6,8321","---","0,01%"
"13.08.2009","6,8334","6,8346","6,836","6,833","---","-0,02%"
"12.08.2009","6,8349","6,8357","6,8368","6,8344","---","0%"
"11.08.2009","6,8349","6,8343","6,8366","6,8339","---","0,01%"
"10.08.2009","6,8341","6,832","6,8364","6,8323","---","0,04%"
"07.08.2009","6,8316","6,831","6,8332","6,831","---","0,01%"
"06.08.2009","6,8312","6,8308","6,8324","6,8299","---","0,01%"
"05.08.2009","6,8307","6,8305","6,8322","6,8299","---","0,01%"
"04.08.2009","6,8302","6,8305","6,8318","6,8296","---","-0,01%"
"03.08.2009","6,8308","6,8314","6,8324","6,8303","---","-0,02%"
"31.07.2009","6,8319","6,8325","6,8334","6,8311","---","0%"
"30.07.2009","6,8321","6,8312","6,8346","6,831","---","0,01%"
"29.07.2009","6,8314","6,8307","6,8331","6,8305","---","0,02%"
"28.07.2009","6,8302","6,8309","6,8323","6,83","---","-0,01%"
"27.07.2009","6,8312","6,831","6,8326","6,8307","---","0%"
"24.07.2009","6,8313","6,8308","6,8331","6,8303","---","0,01%"
"23.07.2009","6,8308","6,8305","6,8327","6,8301","---","0%"
"22.07.2009","6,8305","6,831","6,8328","6,83","---","0,01%"
"21.07.2009","6,83","6,8312","6,8326","6,8301","---","0%"
"20.07.2009","6,8303","6,8318","6,8334","6,8305","---","-0,01%"
"17.07.2009","6,8309","6,831","6,833","6,8306","---","0%"
"16.07.2009","6,8308","6,8318","6,8329","6,8305","---","-0,01%"
"15.07.2009","6,8315","6,8328","6,8347","6,8311","---","-0,02%"
"14.07.2009","6,8327","6,8322","6,8347","6,8315","---","0%"
"13.07.2009","6,8326","6,8323","6,8344","6,8318","---","0%"
"10.07.2009","6,8325","6,8315","6,8338","6,8308","---","0,01%"
"09.07.2009","6,8317","6,8329","6,8348","6,8315","---","-0,01%"
"08.07.2009","6,8323","6,8325","6,835","6,8321","---","0%"
"07.07.2009","6,8326","6,8341","6,8355","6,8322","---","-0,02%"
"06.07.2009","6,8342","6,8324","6,836","6,8321","---","0,03%"
"03.07.2009","6,832","6,8313","6,8341","6,8308","---","0,01%"
"02.07.2009","6,8312","6,832","6,8341","6,8307","---","-0,03%"
"01.07.2009","6,8331","6,8308","6,8344","6,8312","---","0,04%"
"30.06.2009","6,8302","6,8323","6,8345","6,83","---","-0,05%"
"29.06.2009","6,8334","6,8326","6,8358","6,8316","---","0,01%"
"26.06.2009","6,833","6,8337","6,8356","6,833","---","-0,02%"
"25.06.2009","6,8344","6,8336","6,835","6,8328","---","0,02%"
"24.06.2009","6,8327","6,8341","6,8363","6,8326","---","-0,03%"
"23.06.2009","6,8346","6,8355","6,838","6,8344","---","0,01%"
"22.06.2009","6,834","6,8361","6,8376","6,8326","---","-0,03%"
"19.06.2009","6,836","6,8338","6,8395","6,833","---","0,02%"
"18.06.2009","6,8344","6,8365","6,8368","6,832","---","-0,03%"
"17.06.2009","6,8364","6,8341","6,8407","6,833","---","0,04%"
"16.06.2009","6,8338","6,8363","6,8383","6,8322","---","-0,03%"
"15.06.2009","6,8361","6,8343","6,8398","6,8341","---","0,01%"
"12.06.2009","6,8352","6,8362","6,8368","6,8326","---","-0,01%"
"11.06.2009","6,8358","6,832","6,838","6,8318","---","0,04%"
"10.06.2009","6,833","6,835","6,8358","6,8313","---","-0,03%"
"09.06.2009","6,8353","6,8368","6,8374","6,8337","---","-0,03%"
"08.06.2009","6,8371","6,8329","6,8379","6,833","---","0,06%"
"05.06.2009","6,8329","6,8323","6,8358","6,8313","---","0%"
"04.06.2009","6,8331","6,8306","6,8346","6,8295","---","0,04%"
"03.06.2009","6,8305","6,828","6,8315","6,826","---","0%"
"02.06.2009","6,8305","6,8257","6,8327","6,826","---","0,06%"
"01.06.2009","6,8264","6,8269","6,8315","6,826","---","-0,02%"
"29.05.2009","6,8278","6,8287","6,8287","6,8278","---","0%"
"28.05.2009","6,8278","6,8287","6,8287","6,8278","---","0%"
"27.05.2009","6,8278","6,8275","6,8377","6,823","---","-0,07%"
"26.05.2009","6,8326","6,8262","6,8328","6,8255","---","0,13%"
"25.05.2009","6,8237","6,8231","6,8245","6,8225","---","0,01%"
"22.05.2009","6,8227","6,8234","6,8254","6,8223","---","-0,03%"
"21.05.2009","6,8245","6,8239","6,8258","6,8228","---","0%"
"20.05.2009","6,8248","6,8247","6,8266","6,8236","---","0%"
"19.05.2009","6,8245","6,8259","6,8273","6,8237","---","-0,03%"
"18.05.2009","6,8268","6,8255","6,8279","6,8245","---","0,05%"
"15.05.2009","6,8235","6,8238","6,8267","6,8235","---","-0,01%"
"14.05.2009","6,8245","6,8217","6,8257","6,8178","---","0,04%"
"13.05.2009","6,822","6,821","6,8245","6,8198","---","0,01%"
"12.05.2009","6,821","6,8231","6,826","6,8156","---","-0,03%"
"11.05.2009","6,823","6,8215","6,8245","6,8125","---","0,05%"
"08.05.2009","6,8199","6,822","6,8225","6,817","---","0%"
"07.05.2009","6,82","6,8198","6,8236","6,8171","---","0,04%"
"06.05.2009","6,8176","6,8188","6,8248","6,8181","---","-0,01%"
"05.05.2009","6,8185","6,8213","6,822","6,8108","---","-0,06%"
"04.05.2009","6,8223","6,8208","6,8253","6,8139","---","0,06%"
"01.05.2009","6,818","6,819","6,819","6,818","---","0%"
"30.04.2009","6,818","6,8235","6,8328","6,818","---","-0,09%"
"29.04.2009","6,8243","6,826","6,8273","6,8192","---","-0,03%"
"28.04.2009","6,8266","6,8263","6,8286","6,8222","---","-0,01%"
"27.04.2009","6,827","6,8275","6,8332","6,8209","---","0,03%"
"24.04.2009","6,825","6,8275","6,8332","6,8176","---","-0,02%"
"23.04.2009","6,8265","6,8288","6,8311","6,8251","---","-0,05%"
"22.04.2009","6,8296","6,8281","6,834","6,8236","---","0,06%"
"21.04.2009","6,8254","6,8329","6,8353","6,8259","---","-0,11%"
"20.04.2009","6,8331","6,8324","6,8348","6,8289","---","0,01%"
"17.04.2009","6,8325","6,8321","6,8342","6,825","---","0,01%"
"16.04.2009","6,8316","6,8325","6,834","6,8272","---","-0,01%"
"15.04.2009","6,8321","6,8314","6,8349","6,8251","---","0%"
"14.04.2009","6,8319","6,8343","6,8356","6,8224","---","-0,05%"
"13.04.2009","6,8351","6,8336","6,8357","6,8315","---","0,03%"
"10.04.2009","6,8333","6,8343","6,8414","6,8285","---","-0,01%"
"09.04.2009","6,834","6,835","6,8366","6,8259","---","-0,01%"
"08.04.2009","6,835","6,8357","6,8385","6,8285","---","-0,02%"
"07.04.2009","6,8361","6,8351","6,8378","6,83","---","0,03%"
"06.04.2009","6,8343","6,8353","6,8353","6,8343","---","0%"
"03.04.2009","6,8343","6,8333","6,8372","6,8302","---","0%"
"02.04.2009","6,834","6,8343","6,8353","6,8292","---","0%"
"01.04.2009","6,8339","6,8327","6,8364","6,8284","---","0,01%"
"31.03.2009","6,8329","6,8359","6,8384","6,8315","---","-0,05%"
"30.03.2009","6,836","6,8323","6,8388","6,8296","---","0,07%"
"27.03.2009","6,831","6,8322","6,8329","6,8308","---","-0,01%"
"26.03.2009","6,832","6,8302","6,8333","6,8283","---","0,02%"
"25.03.2009","6,8304","6,8286","6,8337","6,825","---","0,01%"
"24.03.2009","6,8294","6,8328","6,8333","6,8263","---","-0,06%"
"23.03.2009","6,8335","6,8267","6,8388","6,8263","---","0,08%"
"20.03.2009","6,8277","6,825","6,8313","6,8212","---","0,05%"
"19.03.2009","6,824","6,8348","6,8383","6,8245","---","-0,16%"
"18.03.2009","6,8347","6,8362","6,8383","6,8291","---","-0,03%"
"17.03.2009","6,8369","6,8374","6,8387","6,8309","---","-0,02%"
"16.03.2009","6,8381","6,8379","6,8401","6,8356","---","0%"
"13.03.2009","6,838","6,8382","6,8412","6,8367","---","0%"
"12.03.2009","6,8383","6,8397","6,843","6,8376","---","-0,02%"
"11.03.2009","6,8399","6,8396","6,8435","6,8381","---","-0,02%"
"10.03.2009","6,841","6,8403","6,8419","6,8303","---","0,02%"
"09.03.2009","6,8398","6,8387","6,8419","6,8354","---","0%"
"06.03.2009","6,8395","6,8401","6,842","6,8306","---","-0,02%"
"05.03.2009","6,8406","6,8423","6,843","6,831","---","-0,04%"
"04.03.2009","6,8432","6,8405","6,8444","6,8341","---","0,03%"
"03.03.2009","6,8413","6,8427","6,8474","6,8333","---","-0,04%"
"02.03.2009","6,8438","6,8389","6,8461","6,8334","---","0,06%"
"27.02.2009","6,8395","6,8376","6,8412","6,8321","---","0,05%"
"26.02.2009","6,8361","6,8365","6,842","6,8304","---","-0,01%"
"25.02.2009","6,8369","6,8354","6,8397","6,8325","---","0%"
"24.02.2009","6,8368","6,8365","6,8406","6,8354","---","0,02%"
"23.02.2009","6,8355","6,8354","6,84","6,8285","---","-0,02%"
"20.02.2009","6,8367","6,8349","6,8382","6,8346","---","0,03%"
"19.02.2009","6,8348","6,8375","6,8375","6,8302","---","-0,04%"
"18.02.2009","6,8378","6,8393","6,8425","6,8285","---","0,03%"
"17.02.2009","6,8355","6,83","6,8439","6,828","---","0,16%"
"16.02.2009","6,8249","6,8369","6,8399","6,8254","---","-0,21%"
"13.02.2009","6,8392","6,8334","6,8397","6,8285","---","0,07%"
"12.02.2009","6,8345","6,8323","6,835","6,8306","---","0,02%"
"11.02.2009","6,8332","6,828","6,8397","6,829","---","0,13%"
"10.02.2009","6,8241","6,8366","6,8366","6,8247","---","-0,22%"
"09.02.2009","6,8392","6,8325","6,8397","6,8265","---","0,08%"
"06.02.2009","6,8338","6,8351","6,8375","6,8297","---","-0,02%"
"05.02.2009","6,8355","6,8328","6,8383","6,8246","---","0,03%"
"04.02.2009","6,8335","6,8398","6,8407","6,826","---","-0,09%"
"03.02.2009","6,8399","6,8463","6,8482","6,8366","---","-0,1%"
"02.02.2009","6,847","6,8393","6,853","6,8405","---","0,18%"
"30.01.2009","6,8345","6,8374","6,8374","6,835","---","-0,07%"
"29.01.2009","6,8392","6,8402","6,8402","6,8392","---","0%"
"28.01.2009","6,8392","6,8402","6,8402","6,8392","---","0%"
"27.01.2009","6,8392","6,8402","6,8402","6,8392","---","0%"
"26.01.2009","6,8392","6,8402","6,8402","6,8392","---","0%"
"23.01.2009","6,8392","6,836","6,8563","6,8327","---","0,03%"
"22.01.2009","6,837","6,8381","6,8397","6,8344","---","-0,03%"
"21.01.2009","6,8392","6,8409","6,8421","6,8317","---","-0,02%"
"20.01.2009","6,8403","6,835","6,8424","6,8337","---","0,08%"
"19.01.2009","6,8346","6,8365","6,8385","6,831","---","-0,03%"
"16.01.2009","6,8369","6,8359","6,8397","6,8341","---","0,01%"
"15.01.2009","6,8363","6,834","6,8414","6,8327","---","0,03%"
"14.01.2009","6,8345","6,8333","6,8399","6,8257","---","0,01%"
"13.01.2009","6,8341","6,8358","6,8404","6,8328","---","-0,03%"
"12.01.2009","6,8362","6,8345","6,849","6,8295","---","0,02%"
"09.01.2009","6,835","6,8335","6,8371","6,8297","---","0,01%"
"08.01.2009","6,834","6,8338","6,837","6,8297","---","0,02%"
"07.01.2009","6,8328","6,835","6,8394","6,8277","---","-0,05%"
"06.01.2009","6,836","6,8303","6,8428","6,8302","---","0,09%"
"05.01.2009","6,83","6,827","6,8353","6,822","---","0,11%"
"02.01.2009","6,8225","6,8235","6,8235","6,8225","---","0%"
"01.01.2009","6,8225","6,8235","6,8235","6,8225","---","0%"
"31.12.2008","6,8225","6,831","6,8352","6,817","---","-0,1%"
"30.12.2008","6,8295","6,8473","6,8565","6,8304","---","-0,22%"
